REGION,Site_ID,Replicate,SampleType,SDI,SAMID,Date,Time,Water_Depth,Water_Temperature,WPH,WPH_Notes,CDEP,SPH,SH2O,ASH,OM,FBD,FBGTPs,TP,TC,TN,SRECTPs,FBGTPw,SRECTPw
NESS,30,-1,#NAME?,0-2,NESS30-1-SS-0-2,2006-09-20,16:12,-9999,-9999,-9999,,2,7.41,70.26,86.14,13.86,0.35,98.6,0.7,-9999,-9999,-9999,-9999,-9999
NESS,30,-1,#NAME?,09-Feb,NESS30-1-SS-2-9,2006-09-20,16:12,-9999,-9999,-9999,,7,7.49,54.42,93.46,6.54,0.59,115.43,4.73,-9999,-9999,-9999,-9999,-9999
NESS,30,-2,#NAME?,-9999,NESS30-2-BP,2006-09-20,16:37,-9999,-9999,-9999,,3,-9999,78.43,80.44,19.56,0.19,91.69,0.53,-9999,-9999,-9999,-9999,-9999
NESS,30,-2,#NAME?,0-2,NESS30-2-SS-0-2,2006-09-20,16:37,-9999,-9999,-9999,,2,7.65,72.75,85.22,14.78,0.28,103.54,0.58,-9999,-9999,-9999,-9999,-9999
NESS,30,-2,#NAME?,10-Feb,NESS30-2-SS-2-10,2006-09-20,16:37,-9999,-9999,-9999,,8,7.65,60.14,90.52,9.48,0.32,149.91,3.81,-9999,-9999,-9999,-9999,-9999
NESS,30,-2,#NAME?,0-20,NESS30-2-SS-0-20,2006-09-20,16:37,-9999,-9999,-9999,,20,7.5,58.27,85.07,14.93,0.33,216.92,14.45,-9999,-9999,-9999,-9999,-9999
NESS,30,-3,#NAME?,-9999,NESS30-3-BP,2006-09-20,16:54,-9999,-9999,-9999,,2,-9999,78.52,80.38,19.62,0.18,78.84,0.28,-9999,-9999,-9999,-9999,-9999
NESS,30,-3,#NAME?,0-2,NESS30-3-SS-0-2,2006-09-20,16:54,-9999,-9999,-9999,,2,7.63,67.5,86.55,13.45,0.32,131.09,0.84,147.8,4.7,148.6,-9999,-9999
NESS,30,-3,#NAME?,10-Feb,NESS30-3-SS-2-10,2006-09-20,16:54,-9999,-9999,-9999,,8,7.49,53.65,93,7,0.46,123.8,4.53,94.4,3,142.76,-9999,-9999
NESS,30,-3,#NAME?,20-Oct,NESS30-3-SS-10-20,2006-09-20,16:54,-9999,-9999,-9999,,10,7.68,54.62,93.52,6.48,0.51,123.3,6.31,104.6,2.9,-9999,-9999,-9999
NESS,36,-1,#NAME?,-9999,NESS36-1-BP,2006-09-21,8:51,-9999,-9999,-9999,,2.5,-9999,88.65,68.97,31.03,0.09,47.17,0.11,-9999,-9999,-9999,-9999,-9999
NESS,36,-1,#NAME?,0-2,NESS36-1-SS-0-2,2006-09-21,8:51,-9999,-9999,-9999,,2,7.84,75.51,83.66,16.34,0.24,115.33,0.56,-9999,-9999,-9999,-9999,-9999
NESS,36,-1,#NAME?,10-Feb,NESS36-1-SS-2-10,2006-09-21,8:51,-9999,-9999,-9999,,8,7.85,64.24,88.55,11.45,0.41,150.66,4.97,-9999,-9999,-9999,-9999,-9999
NESS,36,-1,#NAME?,0-20,NESS36-1-SS-0-20,2006-09-21,8:51,-9999,-9999,-9999,,20,7.67,68.53,77.68,22.32,0.28,234.35,12.91,-9999,-9999,-9999,-9999,-9999
NESS,36,-2,#NAME?,-9999,NESS36-2-BP,2006-09-21,9:14,-9999,-9999,-9999,,3.5,-9999,87.35,69.73,30.27,0.11,58.43,0.21,-9999,-9999,-9999,-9999,-9999
NESS,36,-2,#NAME?,0-2,NESS36-2-SS-0-2,2006-09-21,9:14,-9999,-9999,-9999,,2,7.92,73.03,78.93,21.07,0.23,136.62,0.63,-9999,-9999,-9999,-9999,-9999
NESS,36,-2,#NAME?,10-13.5,NESS36-2-SS-10-13.5,2006-09-21,9:14,-9999,-9999,-9999,,3.5,7.76,66.03,67.64,32.36,0.34,372.12,4.47,-9999,-9999,-9999,-9999,-9999
NESS,36,-2,#NAME?,10-Feb,NESS36-2-SS-2-10,2006-09-21,9:14,-9999,-9999,-9999,,8,7.64,69.16,71.81,28.19,0.36,319.19,9.25,-9999,-9999,-9999,-9999,-9999
NESS,36,-3,#NAME?,-9999,NESS36-3-BP,2006-09-21,9:36,-9999,-9999,-9999,,2.5,-9999,86.67,67.54,32.46,0.1,94.22,0.24,140.8,5.9,-9999,-9999,-9999
NESS,36,-3,#NAME?,0-2,NESS36-3-SS-0-2,2006-09-21,9:36,-9999,-9999,-9999,,2,7.8,72.05,67.86,32.14,0.18,270.02,0.99,202.5,12.4,279.45,-9999,-9999
NESS,36,-3,#NAME?,10-Feb,NESS36-3-SS-2-10,2006-09-21,9:36,-9999,-9999,-9999,,8,7.57,71.08,62.89,37.11,0.21,415.16,6.97,176.3,18,425.45,-9999,-9999
NESS,36,-3,#NAME?,18-Oct,NESS36-3-SS-10-18,2006-09-21,9:36,-9999,-9999,-9999,,8,7.56,71.69,64.2,35.8,0.26,368.96,7.73,146.1,13.8,-9999,-9999,-9999
NESS,21,-1,#NAME?,-9999,NESS21-1-SF,2006-09-21,10:31,-9999,-9999,-9999,,7,7.35,96.36,47.74,52.26,0.03,300.2,0.58,270.2,21.8,554.12,-9999,-9999
NESS,21,-1,#NAME?,0-2,NESS21-1-SS-0-2,2006-09-21,10:31,-9999,-9999,-9999,,2,7.29,84.24,63.88,36.12,0.16,279.73,0.88,230.7,15.2,-9999,-9999,-9999
NESS,21,-1,#NAME?,14-Oct,NESS21-1-SS-10-14,2006-09-21,10:31,-9999,-9999,-9999,,4,7.48,75.45,61.71,38.29,0.27,266.86,2.89,206.4,14.5,-9999,-9999,-9999
NESS,21,-1,#NAME?,10-Feb,NESS21-1-SS-2-10,2006-09-21,10:31,-9999,-9999,-9999,,8,7.18,79.98,46.49,53.51,0.2,389.63,6.28,227.2,15.2,-9999,-9999,-9999
NESS,21,-2,#NAME?,-9999,NESS21-2-SF,2006-09-21,11:01,-9999,-9999,-9999,,9.5,7.34,98.83,34.46,65.54,0.01,364.47,0.32,-9999,-9999,-9999,-9999,-9999
NESS,21,-2,#NAME?,0-2,NESS21-2-SS-0-2,2006-09-21,11:01,-9999,-9999,-9999,,2,7.18,89.5,51.22,48.78,0.14,377.08,1.08,-9999,-9999,-9999,-9999,-9999
NESS,21,-2,#NAME?,14-Oct,NESS21-2-SS-10-16.5,2006-09-21,11:01,-9999,-9999,-9999,,6.5,7.42,77.93,53.61,46.39,0.24,313.75,4.96,-9999,-9999,-9999,-9999,-9999
NESS,21,-2,#NAME?,10-Feb,NESS21-2-SS-2-10,2006-09-21,11:01,-9999,-9999,-9999,,8,7.31,75.94,68.85,31.15,0.25,269.53,5.36,-9999,-9999,-9999,-9999,-9999
NESS,21,-3,#NAME?,-9999,NESS21-3-SF,2006-09-21,11:37,-9999,-9999,-9999,,9,7.22,-9999,-9999,-9999,0.02,445.22,0.73,-9999,-9999,-9999,-9999,-9999
NESS,21,-3,#NAME?,0-2,NESS21-3-SS-0-2,2006-09-21,11:37,-9999,-9999,-9999,,2,7.19,88.74,53.98,46.02,0.12,332.09,0.78,-9999,-9999,-9999,-9999,-9999
NESS,21,-3,#NAME?,10-11.5,NESS21-3-SS-10-11.5,2006-09-21,11:37,-9999,-9999,-9999,,1.5,7.28,64.5,74.7,25.3,0.5,185.14,1.4,-9999,-9999,-9999,-9999,-9999
NESS,21,-3,#NAME?,10-Feb,NESS21-3-SS-2-10,2006-09-21,11:37,-9999,-9999,-9999,,8,7.38,72.06,67.77,32.23,0.29,226.01,5.23,-9999,-9999,-9999,-9999,-9999
NESS,35,-1,#NAME?,-9999,NESS35-1-BP,2006-09-21,12:56,-9999,-9999,-9999,,2.5,-9999,82.83,63.22,36.78,0.11,288.89,0.8,-9999,-9999,-9999,-9999,-9999
NESS,35,-1,#NAME?,0-2,NESS35-1-SS-0-2,2006-09-21,12:56,-9999,-9999,-9999,,2,7.36,75.1,72.54,27.46,0.25,401.56,2.03,-9999,-9999,-9999,-9999,-9999
NESS,35,-1,#NAME?,15-Oct,NESS35-1-SS-10-15,2006-09-21,12:56,-9999,-9999,-9999,,5,7.5,64.02,69.99,30.01,0.44,548.6,12.07,-9999,-9999,-9999,-9999,-9999
NESS,35,-1,#NAME?,10-Feb,NESS35-1-SS-2-10,2006-09-21,12:56,-9999,-9999,-9999,,8,7.39,69.46,67.58,32.42,0.36,567.93,16.54,-9999,-9999,-9999,-9999,-9999
NESS,35,-2,#NAME?,-9999,NESS35-2-BP,2006-09-21,13:24,-9999,-9999,-9999,,2,-9999,86.28,61.51,38.49,0.09,224.09,0.39,228.6,10.5,-9999,-9999,-9999
NESS,35,-2,#NAME?,0-2,NESS35-2-SS-0-2,2006-09-21,13:24,-9999,-9999,-9999,,2,7.55,71.75,67.38,32.62,0.31,492.46,3.1,179.9,13.7,-9999,-9999,-9999
NESS,35,-2,#NAME?,10-15.5,NESS35-2-SS-10-15.5,2006-09-21,13:24,-9999,-9999,-9999,,5.5,7.63,63.65,76.7,23.3,0.45,374.28,9.21,94.1,10.5,-9999,-9999,-9999
NESS,35,-2,#NAME?,10-Feb,NESS35-2-SS-2-10,2006-09-21,13:24,-9999,-9999,-9999,,8,7.49,68.39,71.17,28.83,0.34,523.35,14.08,167.6,14.1,537.63,-9999,-9999
NESS,35,-3,#NAME?,0-2,NESS35-3-SS-0-2,2006-09-21,13:45,-9999,-9999,-9999,,2,7.57,84.82,59.7,40.3,0.13,1106.53,2.87,-9999,-9999,-9999,-9999,-9999
NESS,35,-3,#NAME?,16-Oct,NESS35-3-SS-10-16,2006-09-21,13:45,-9999,-9999,-9999,,6,7.51,64.51,74.3,25.7,0.41,385.96,9.4,-9999,-9999,-9999,-9999,-9999
NESS,35,-3,#NAME?,10-Feb,NESS35-3-SS-2-10,2006-09-21,13:45,-9999,-9999,-9999,,8,7.52,70.08,59.55,40.45,0.27,699.35,14.87,-9999,-9999,-9999,-9999,-9999
NESS,31,-1,#NAME?,-9999,NESS31-1-BP,2006-09-21,14:33,-9999,-9999,-9999,,2,-9999,90.24,64.01,35.99,0.09,85.77,0.15,191.7,10.5,-9999,-9999,-9999
NESS,31,-1,#NAME?,0-2,NESS31-1-SS-0-2,2006-09-21,14:33,-9999,-9999,-9999,,2,7.58,70.75,75.87,24.13,0.31,131.23,0.82,175.6,9.6,-9999,-9999,-9999
NESS,31,-1,#NAME?,10-Feb,NESS31-1-SS-2-10,2006-09-21,14:33,-9999,-9999,-9999,,8,7.62,65.7,71.01,28.99,0.31,174.48,4.26,107.2,9,-9999,-9999,-9999
NESS,31,-1,#NAME?,20-Oct,NESS31-1-SS-10-20,2006-09-21,14:33,-9999,-9999,-9999,,10,7.6,52.94,87.06,12.94,0.52,109.21,5.64,48.2,5.2,-9999,-9999,-9999
NESS,31,-2,#NAME?,-9999,NESS31-2-BP,2006-09-21,14:53,-9999,-9999,-9999,,2.2,-9999,77.61,72.3,27.7,0.17,102.73,0.39,-9999,-9999,-9999,-9999,-9999
NESS,31,-2,#NAME?,0-2,NESS31-2-SS-0-2,2006-09-21,14:53,-9999,-9999,-9999,,2,7.72,70.76,75.92,24.08,0.31,170.91,1.05,-9999,-9999,-9999,-9999,-9999
NESS,31,-2,#NAME?,18-Oct,NESS31-2-SS-10-18,2006-09-21,14:53,-9999,-9999,-9999,,8,7.81,55.22,84.3,15.7,0.41,128.96,4.26,-9999,-9999,-9999,-9999,-9999
NESS,31,-2,#NAME?,10-Feb,NESS31-2-SS-2-10,2006-09-21,14:53,-9999,-9999,-9999,,8,7.71,58.19,82.26,17.74,0.39,143.9,4.53,-9999,-9999,-9999,-9999,-9999
NESS,31,-3,#NAME?,-9999,NESS31-3-BP,2006-09-21,15:13,-9999,-9999,-9999,,1.5,-9999,82.82,65.46,34.54,0.17,160.35,0.4,-9999,-9999,-9999,-9999,-9999
NESS,31,-3,#NAME?,04-Feb,NESS31-3-SS-2-4,2006-09-21,15:13,-9999,-9999,-9999,,2,7.68,54.78,81.54,18.46,0.58,171.88,2.01,-9999,-9999,-9999,-9999,-9999
NESS,31,-3,#NAME?,0-2,NESS31-3-SS-0-2,2006-09-21,15:13,-9999,-9999,-9999,,2,7.49,66.49,75.54,24.46,0.48,211.65,2.05,-9999,-9999,-9999,-9999,-9999
NESS,32,-1,#NAME?,-9999,NESS32-1-BP,2006-09-21,15:45,-9999,-9999,-9999,,3,-9999,87.01,66.31,33.69,0.08,118.83,0.27,-9999,-9999,-9999,-9999,-9999
NESS,32,-1,#NAME?,0-2,NESS32-1-SS-0-2,2006-09-21,15:45,-9999,-9999,-9999,,2,7.77,75,80.65,19.35,0.25,139.6,0.69,-9999,-9999,-9999,-9999,-9999
NESS,32,-1,#NAME?,10-Feb,NESS32-1-SS-2-10,2006-09-21,15:45,-9999,-9999,-9999,,8,7.63,64.76,84.33,15.67,0.49,153.6,6.07,-9999,-9999,-9999,-9999,-9999
NESS,32,-1,#NAME?,20-Oct,NESS32-1-SS-10-20,2006-09-21,15:45,-9999,-9999,-9999,,10,7.66,57.7,86.4,13.6,0.47,176.07,8.22,-9999,-9999,-9999,-9999,-9999
NESS,32,-2,#NAME?,-9999,NESS32-2-BP,2006-09-21,16:08,-9999,-9999,-9999,,1.8,-9999,83.28,69.69,30.31,0.15,101.5,0.27,181,9.4,-9999,-9999,-9999
NESS,32,-2,#NAME?,0-2,NESS32-2-SS-0-2,2006-09-21,16:08,-9999,-9999,-9999,,2,7.98,67.52,79.67,20.33,0.29,138.67,0.81,169,8.7,-9999,-9999,-9999
NESS,32,-2,#NAME?,10-Feb,NESS32-2-SS-2-10,2006-09-21,16:08,-9999,-9999,-9999,,8,7.81,67.48,81.62,18.38,0.32,166.14,4.2,141,8.6,-9999,-9999,-9999
NESS,32,-2,#NAME?,20-Oct,NESS32-2-SS-10-20,2006-09-21,16:08,-9999,-9999,-9999,,10,7.79,62.4,78.43,21.57,0.34,209.55,7.13,105.5,9.8,307.37,-9999,-9999
NESS,32,-3,#NAME?,-9999,NESS32-3-BP,2006-09-21,16:29,-9999,-9999,-9999,,3,-9999,81.49,76.36,23.64,0.14,124.33,0.54,-9999,-9999,-9999,-9999,-9999
NESS,32,-3,#NAME?,0-2,NESS32-3-SS-0-2,2006-09-21,16:29,-9999,-9999,-9999,,2,7.55,72.31,81.69,18.31,0.4,132.46,1.05,-9999,-9999,-9999,-9999,-9999
NESS,32,-3,#NAME?,10-Feb,NESS32-3-SS-2-10,2006-09-21,16:29,-9999,-9999,-9999,,8,7.6,66.41,84.48,15.52,0.33,174.5,4.61,-9999,-9999,-9999,-9999,-9999
NESS,32,-3,#NAME?,20-Oct,NESS32-3-SS-10-20,2006-09-21,16:29,-9999,-9999,-9999,,10,7.72,59.19,83.24,16.76,0.37,179.93,6.71,-9999,-9999,-9999,-9999,-9999
NESS,29,-2,#NAME?,-9999,NESS29-2-SF,2007-04-06,,-9999,-9999,-9999,,2,7.19,98.98,35.64,64.36,0.01,266.04,0.06,-9999,-9999,-9999,-9999,-9999
NESS,10,-3,#NAME?,-9999,NESS10-3-SF,2007-04-06,,-9999,-9999,-9999,,2,7.07,98.61,24.86,75.14,0.02,392.87,0.13,-9999,-9999,-9999,-9999,-9999
NESS,10,-2,#NAME?,-9999,NESS10-2-SF,2007-04-06,,-9999,-9999,-9999,,4,6.97,98.63,17.5,82.5,0.01,534.58,0.21,-9999,-9999,-9999,-9999,-9999
NESS,29,-3,#NAME?,-9999,NESS29-3-SF,2007-04-06,,-9999,-9999,-9999,,6,7.08,99.13,23.87,76.13,0.01,536.48,0.21,-9999,-9999,-9999,-9999,-9999
NESS,10,-1,#NAME?,-9999,NESS10-1-SF,2007-04-06,,-9999,-9999,-9999,,6,6.79,98.39,24.79,75.21,0.01,480.79,0.3,-9999,-9999,-9999,-9999,-9999
NESS,29,-1,#NAME?,-9999,NESS29-1-SF,2007-04-06,,-9999,-9999,-9999,,6,7.05,99.25,19.43,80.57,0.01,536.8,0.41,-9999,-9999,-9999,-9999,-9999
NESS,29,-3,#NAME?,-9999,NESS29-3-SF,2007-07-13,,-9999,-9999,-9999,,5,7.45,99.55,38.43,61.57,0.01,353.36,0.14,271.4,20.8,-9999,-9999,-9999
NESS,29,-2,#NAME?,-9999,NESS29-2-SF,2007-07-13,,-9999,-9999,-9999,,2,7.44,98.26,32.5,67.5,0.04,362.59,0.31,316.1,24.2,-9999,-9999,-9999
NESS,29,-1,#NAME?,-9999,NESS29-1-SF,2007-07-13,,-9999,-9999,-9999,,10,7.41,97.19,51.1,48.9,0.04,316.54,1.24,284,19.9,-9999,-9999,-9999
NESS,10,-1,#NAME?,-9999,NESS10-1-SF,2007-07-16,,-9999,-9999,-9999,,1,7.9,99.62,15.15,84.85,0.01,358.32,0.03,372,35.5,-9999,-9999,-9999
NESS,10,-2,#NAME?,-9999,NESS10-2-SF,2007-07-16,,-9999,-9999,-9999,,1,7.43,99.27,14.3,85.7,0.02,423.65,0.09,371.1,35.2,-9999,-9999,-9999
NESS,10,-3,#NAME?,-9999,NESS10-3-SF,2007-07-16,,-9999,-9999,-9999,,1,7.32,96.71,20.43,79.57,0.11,503.75,0.56,358.9,31.8,-9999,-9999,-9999
NESS,10,-1,#NAME?,-9999,NESS10-1-SF,2007-10-16,,-9999,-9999,-9999,,6,7.29,99.26,14.48,85.52,0.01,496.79,0.3,388.9,38.6,629.75,-9999,-9999
NESS,10,-2,#NAME?,-9999,NESS10-2-SF,2007-10-16,,-9999,-9999,-9999,,4,7.19,98.5,31.49,68.51,0.02,408.72,0.35,321.2,27.1,-9999,-9999,-9999
NESS,28,-3,#NAME?,-9999,NESS28-3-SF,2007-10-16,,-9999,-9999,-9999,,3,6.82,98.9,25.62,74.38,0.03,376.74,0.39,331.4,29.5,475.49,-9999,-9999
NESS,28,-2,#NAME?,-9999,NESS28-2-SF,2007-10-16,,-9999,-9999,-9999,,4,6.72,98.42,36.3,63.7,0.04,347.34,0.51,309.4,24.3,-9999,-9999,-9999
NESS,10,-3,#NAME?,-9999,NESS10-3-SF,2007-10-16,,-9999,-9999,-9999,,5,7.17,98.95,16.82,83.18,0.02,563.61,0.57,384.9,34.6,-9999,-9999,-9999
NESS,28,-1,#NAME?,-9999,NESS28-1-SF,2007-10-16,,-9999,-9999,-9999,,3,7.1,98.13,28.96,71.04,0.07,409.01,0.8,346,28.6,-9999,-9999,-9999
NESS,12,-1,#NAME?,-9999,NESS12-1-SF,2007-10-17,,-9999,-9999,-9999,,5,7.25,99.63,-9999,-9999,0,763.53,0.09,424.2,38.3,958.89,-9999,-9999
NESS,29,-2,#NAME?,-9999,NESS29-2-SF,2007-10-17,,-9999,-9999,-9999,,5,7.3,99.29,13.59,86.41,0.01,540.38,0.25,387.2,37.6,-9999,-9999,-9999
NESS,29,-1,#NAME?,-9999,NESS29-1-SF,2007-10-17,,-9999,-9999,-9999,,3,7.34,99.14,21.83,78.17,0.02,491.86,0.28,342.3,30.4,-9999,-9999,-9999
NESS,12,-3,#NAME?,-9999,NESS12-3-SF,2007-10-17,,-9999,-9999,-9999,,4,6.86,98.91,10.06,89.94,0.01,724.05,0.41,448.8,40.2,-9999,-9999,-9999
NESS,29,-3,#NAME?,-9999,NESS29-3-SF,2007-10-17,,-9999,-9999,-9999,,2,7.2,98.98,16.43,83.57,0.03,663.12,0.42,385.7,39,-9999,-9999,-9999
NESS,12,-2,#NAME?,-9999,NESS12-2-SF,2007-10-17,,-9999,-9999,-9999,,4.5,6.84,98.97,9.95,90.05,0.02,831.01,0.75,449.5,40.2,-9999,-9999,-9999
NESS,11,-1,#NAME?,-9999,NESS11-1-SF,2007-10-18,,-9999,-9999,-9999,,6,7.07,99.11,12.98,87.02,0.02,440.29,0.4,422.8,34.7,-9999,-9999,-9999
NESS,11,-3,#NAME?,-9999,NESS11-3-SF,2007-10-18,,-9999,-9999,-9999,,5,7.11,98.85,15.36,84.64,0.02,645.63,0.64,418.7,38.1,-9999,-9999,-9999
NESS,11,-2,#NAME?,-9999,NESS11-2-SF,2007-10-18,,-9999,-9999,-9999,,7,7.12,98.68,17.98,82.02,0.02,446.08,0.68,400,33.2,-9999,-9999,-9999
NESS,29,-1,#NAME?,-9999,NESS29-1-SF,2008-01-09,,-9999,-9999,-9999,,1,7.65,99.19,-9999,-9999,0.01,596.03,0.07,366.8,34.4,-9999,-9999,-9999
NESS,29,-2,#NAME?,-9999,NESS29-2-SF,2008-01-09,,-9999,-9999,-9999,,1,7.39,98.96,-9999,-9999,0.02,492.51,0.1,355.3,31.8,-9999,-9999,-9999
NESS,10,-1,#NAME?,-9999,NESS10-1-SF,2008-01-09,,-9999,-9999,-9999,,5,7.14,98.62,21.97,78.03,0.02,458.69,0.52,340.2,30.3,-9999,-9999,-9999
NESS,10,-3,#NAME?,-9999,NESS10-3-SF,2008-01-09,,-9999,-9999,-9999,,6,7.13,98.98,24.7,75.3,0.02,610.83,0.61,321.7,27.6,-9999,-9999,-9999
NESS,10,-2,#NAME?,-9999,NESS10-2-SF,2008-01-09,,-9999,-9999,-9999,,6,7.11,98.41,38.26,61.74,0.03,589.29,0.98,266.1,21.2,-9999,-9999,-9999
NESS,10,-1,#NAME?,-9999,NESS10-1-SF,2008-04-14,,-9999,-9999,-9999,,1,7.76,97.21,-9999,-9999,0.05,243.92,0.11,-9999,-9999,-9999,-9999,-9999
NESS,27,-2,#NAME?,-9999,NESS27-2-SW,2008-07-14,,12,20.3,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.06,24.74
NESS,27,-1,#NAME?,-9999,NESS27-1-SW,2008-07-14,,14,20.3,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.33,-9999
NESS,27,-3,#NAME?,-9999,NESS27-3-SW,2008-07-14,,17,20.3,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.2,-9999
NESS,28,-1,#NAME?,1,NESS28-1-SF1,2008-09-02,,-9999,-9999,-9999,,1,7.49,98.33,34.99,65.01,0.05,301.46,0.14,-9999,-9999,-9999,-9999,-9999
NESS,8,-2,#NAME?,1,NESS8-2-SF1,2008-09-02,,-9999,-9999,-9999,,1,7.29,95.78,77.94,22.06,0.08,202.31,0.15,-9999,-9999,-9999,-9999,-9999
NESS,10,-1,#NAME?,1,NESS10-1-SF1,2008-09-02,,-9999,-9999,-9999,,1,7.24,98.63,20.46,79.54,0.04,497.47,0.18,-9999,-9999,-9999,-9999,-9999
NESS,8,-1,#NAME?,2.5,NESS8-1-SF2.5,2008-09-02,,-9999,-9999,-9999,,2.5,7.26,95.85,79.41,20.59,0.07,147.59,0.24,-9999,-9999,-9999,-9999,-9999
NESS,28,-3,#NAME?,2,NESS28-3-SF2,2008-09-02,,-9999,-9999,-9999,,2,7.24,96.41,43.57,56.43,0.07,394.88,0.53,-9999,-9999,-9999,-9999,-9999
NESS,28,-9999,#NAME?,0-2,NESS28-SS-0-2,2008-09-02,,-9999,-9999,-9999,,2,6.85,92.85,49.78,50.22,0.06,211.2,0.27,262.7,18.5,301.74,-9999,-9999
NESS,8,-9999,#NAME?,0-2,NESS8-SS-0-2,2008-09-02,,-9999,-9999,-9999,,2,7.5,87.27,83.29,16.71,0.14,129.77,0.36,-9999,-9999,-9999,-9999,-9999
NESS,10,-9999,#NAME?,0-2,NESS10-SS-0-2,2008-09-02,,-9999,-9999,-9999,,2,7.46,89.06,47.84,52.16,0.17,299.02,1.03,-9999,-9999,-9999,-9999,-9999
NESS,10,-9999,#NAME?,20-Oct,NESS10-SS-10-20,2008-09-02,,-9999,-9999,-9999,,10,7.3,60.79,91.59,8.41,0.52,36.27,1.9,-9999,-9999,-9999,-9999,-9999
NESS,28,-9999,#NAME?,10-Feb,NESS28-SS-2-10,2008-09-02,,-9999,-9999,-9999,,8,6.72,84.22,49.54,50.46,0.15,197.27,2.37,248.3,14.5,242.78,-9999,-9999
NESS,8,-9999,#NAME?,10-Feb,NESS8-SS-2-10,2008-09-02,,-9999,-9999,-9999,,8,7.21,77.54,85.39,14.61,0.23,142.7,2.66,-9999,-9999,-9999,-9999,-9999
NESS,28,-9999,#NAME?,20-Oct,NESS28-SS-10-20,2008-09-02,,-9999,-9999,-9999,,10,6.8,85.29,36.43,63.57,0.17,197.72,3.31,370.8,21.1,316.24,-9999,-9999
NESS,10,-9999,#NAME?,10-Feb,NESS10-SS-2-10,2008-09-02,,-9999,-9999,-9999,,8,7.06,74.41,78.8,21.2,0.33,136.88,3.64,-9999,-9999,-9999,-9999,-9999
NESS,8,-9999,#NAME?,20-Oct,NESS8-SS-10-20,2008-09-02,,-9999,-9999,-9999,,10,7.11,60.02,87.49,12.51,0.48,80.31,3.84,-9999,-9999,-9999,-9999,-9999
NESS,29,-1,#NAME?,6,NESS29-1-SF6,2008-09-03,,-9999,-9999,-9999,,6,7.2,98.39,27.86,72.14,0.02,427.33,0.49,-9999,-9999,-9999,-9999,-9999
NESS,7,-9999,#NAME?,0-2,NESS7-SS-0-2,2008-09-03,,-9999,-9999,-9999,,2,7.17,90.91,47.39,52.61,0.1,258.33,0.5,-9999,-9999,-9999,-9999,-9999
NESS,9,-9999,#NAME?,0-2,NESS9-SS-0-2,2008-09-03,,-9999,-9999,-9999,,2,7.16,92.48,35.77,64.23,0.07,407.57,0.61,338.4,21,576.72,-9999,-9999
NESS,29,-9999,#NAME?,0-2,NESS29-SS-0-2,2008-09-03,,-9999,-9999,-9999,,2,7.38,85.16,57.06,42.94,0.17,324.94,1.12,-9999,-9999,-9999,-9999,-9999
NESS,29,-9999,#NAME?,20-Oct,NESS29-SS-10-20,2008-09-03,,-9999,-9999,-9999,,10,6.61,87.33,12.19,87.81,0.1,110.1,1.15,-9999,-9999,-9999,-9999,-9999
NESS,29,-9999,#NAME?,10-Feb,NESS29-SS-2-10,2008-09-03,,-9999,-9999,-9999,,8,6.68,87.59,15.03,84.97,0.15,127.43,1.53,-9999,-9999,-9999,-9999,-9999
NESS,9,-9999,#NAME?,20-Oct,NESS9-SS-10-20,2008-09-03,,-9999,-9999,-9999,,10,6.74,86.37,12.41,87.59,0.15,145.66,2.13,485.5,34.5,199.23,-9999,-9999
NESS,7,-9999,#NAME?,10-Feb,NESS7-SS-2-10,2008-09-03,,-9999,-9999,-9999,,8,7.19,78.86,75.91,24.09,0.23,178.71,3.34,-9999,-9999,-9999,-9999,-9999
NESS,9,-9999,#NAME?,10-Feb,NESS9-SS-2-10,2008-09-03,,-9999,-9999,-9999,,8,7.1,83.68,28.51,71.49,0.19,265.54,4.1,374.5,25,401.59,-9999,-9999
NESS,7,-9999,#NAME?,20-Oct,NESS7-SS-10-20,2008-09-03,,-9999,-9999,-9999,,10,7.18,83.65,27.33,72.67,0.17,280.71,4.91,-9999,-9999,-9999,-9999,-9999
NESS,11,-3,#NAME?,3,NESS11-3-SF3,2008-09-04,,-9999,-9999,-9999,,3,7.53,99.09,16.05,83.95,0.01,423.95,0.17,-9999,-9999,-9999,-9999,-9999
NESS,11,-2,#NAME?,3,NESS11-2-SF3,2008-09-04,,-9999,-9999,-9999,,3,7.37,98.21,14.68,85.32,0.02,444.94,0.29,-9999,-9999,-9999,-9999,-9999
NESS,11,-1,#NAME?,6,NESS11-1-SF6,2008-09-04,,-9999,-9999,-9999,,6,7.33,98.68,12,88,0.01,820.95,0.51,-9999,-9999,-9999,-9999,-9999
NESS,26,-1,#NAME?,10,NESS26-1-SF10,2008-09-04,,-9999,-9999,-9999,,10,6.84,98.74,25.77,74.23,0.01,456.46,0.52,-9999,-9999,-9999,-9999,-9999
NESS,26,-2,#NAME?,10,NESS26-2-SF10,2008-09-04,,-9999,-9999,-9999,,10,6.89,98.3,37.51,62.49,0.01,473.54,0.59,-9999,-9999,-9999,-9999,-9999
